Order_ID,Order_Date,Customer_ID,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Cost,Sales,Profit,Region,State,Month,Month_Name
ORD01689,2025-09-16,C0475,P012,Study Table,Furniture,1,8500,0.15,5600,7225.0,1625.0,North,Uttar Pradesh,9,September
ORD01690,2025-08-30,C0552,P016,Air Fryer,Home Appliances,1,8500,0.15,5400,7225.0,1825.0,East,West Bengal,8,August
ORD01691,2025-11-07,C0344,P004,Mechanical Keyboard,Electronics,2,4500,0.1,5600,8100.0,2500.0,South,Telangana,11,November
ORD01692,2025-02-09,C0628,P009,Backpack,Fashion,1,1800,0.05,950,1710.0,760.0,South,Andhra Pradesh,2,February
ORD01693,2025-01-07,C0136,P008,Cotton T-Shirt,Fashion,3,900,0.1,1350,2430.0,1080.0,North,Delhi,1,January
ORD01694,2025-01-01,C0277,P003,Wireless Earbuds,Electronics,1,3500,0.05,2100,3325.0,1225.0,East,West Bengal,1,January
ORD01695,2025-12-16,C1835,P007,Denim Jacket,Fashion,2,3200,0.1,3800,5760.0,1960.0,East,Odisha,12,December
ORD01696,2025-07-04,C1557,P002,Smartphone X,Electronics,1,32000,0.0,25000,32000.0,7000.0,West,Rajasthan,7,July
ORD01697,2025-12-24,C1923,P001,Laptop Pro 14,Electronics,1,65000,0.15,50000,55250.0,5250.0,North,Uttar Pradesh,12,December
ORD01698,2025-08-01,C0031,P003,Wireless Earbuds,Electronics,1,3500,0.0,2100,3500.0,1400.0,East,Bihar,8,August
ORD01699,2025-09-27,C0247,P020,Bluetooth Speaker,Electronics,1,2800,0.05,1600,2660.0,1060.0,South,Tamil Nadu,9,September
ORD01700,2025-11-12,C0411,P010,Smart Watch,Electronics,1,7500,0.05,4800,7125.0,2325.0,South,Tamil Nadu,11,November
ORD01701,2025-02-18,C0027,P020,Bluetooth Speaker,Electronics,1,2800,0.1,1600,2520.0,920.0,West,Maharashtra,2,February
ORD01702,2025-01-26,C0073,P008,Cotton T-Shirt,Fashion,3,900,0.1,1350,2430.0,1080.0,North,Haryana,1,January
ORD01703,2025-10-13,C1977,P006,Running Shoes,Fashion,1,4200,0.2,2500,3360.0,860.0,Central,Chhattisgarh,10,October
ORD01704,2025-06-17,C1121,P009,Backpack,Fashion,1,1800,0.15,950,1530.0,580.0,South,Tamil Nadu,6,June
ORD01705,2025-05-13,C0673,P008,Cotton T-Shirt,Fashion,1,900,0.1,450,810.0,360.0,Central,Chhattisgarh,5,May
ORD01706,2025-03-29,C1370,P003,Wireless Earbuds,Electronics,1,3500,0.15,2100,2975.0,875.0,North,Haryana,3,March
ORD01707,2025-12-07,C0476,P013,Bookshelf,Furniture,3,6500,0.1,12600,17550.0,4950.0,Central,Chhattisgarh,12,December
ORD01708,2025-04-25,C1324,P005,Monitor 27,Electronics,2,18000,0.1,25000,32400.0,7400.0,West,Maharashtra,4,April
ORD01709,2025-04-30,C1323,P012,Study Table,Furniture,5,8500,0.2,28000,34000.0,6000.0,Northeast,Assam,4,April
ORD01710,2025-11-10,C0287,P013,Bookshelf,Furniture,3,6500,0.05,12600,18525.0,5925.0,South,Andhra Pradesh,11,November
ORD01711,2025-08-12,C1909,P003,Wireless Earbuds,Electronics,4,3500,0.1,8400,12600.0,4200.0,East,Odisha,8,August
ORD01712,2025-03-08,C1473,P002,Smartphone X,Electronics,1,32000,0.15,25000,27200.0,2200.0,North,Delhi,3,March
ORD01713,2025-06-23,C0212,P016,Air Fryer,Home Appliances,1,8500,0.0,5400,8500.0,3100.0,Central,Chhattisgarh,6,June
ORD01714,2025-06-03,C1100,P009,Backpack,Fashion,1,1800,0.15,950,1530.0,580.0,South,Andhra Pradesh,6,June
ORD01715,2025-09-12,C0401,P002,Smartphone X,Electronics,1,32000,0.0,25000,32000.0,7000.0,South,Tamil Nadu,9,September
ORD01716,2025-03-01,C0655,P020,Bluetooth Speaker,Electronics,2,2800,0.05,3200,5320.0,2120.0,Central,Madhya Pradesh,3,March
ORD01717,2025-09-16,C1058,P002,Smartphone X,Electronics,1,32000,0.25,25000,24000.0,-1000.0,South,Andhra Pradesh,9,September
ORD01718,2025-12-06,C0498,P014,LED Desk Lamp,Furniture,2,1800,0.2,1800,2880.0,1080.0,South,Tamil Nadu,12,December
ORD01719,2025-08-10,C0848,P020,Bluetooth Speaker,Electronics,2,2800,0.0,3200,5600.0,2400.0,West,Goa,8,August
ORD01720,2025-02-28,C1540,P005,Monitor 27,Electronics,1,18000,0.15,12500,15300.0,2800.0,North,Uttar Pradesh,2,February
ORD01721,2025-02-20,C1352,P003,Wireless Earbuds,Electronics,1,3500,0.0,2100,3500.0,1400.0,South,Andhra Pradesh,2,February
ORD01722,2025-04-16,C0098,P003,Wireless Earbuds,Electronics,3,3500,0.1,6300,9450.0,3150.0,Central,Chhattisgarh,4,April
ORD01723,2025-12-01,C0366,P006,Running Shoes,Fashion,1,4200,0.05,2500,3990.0,1490.0,West,Rajasthan,12,December
ORD01724,2025-07-27,C1753,P003,Wireless Earbuds,Electronics,1,3500,0.05,2100,3325.0,1225.0,West,Rajasthan,7,July
ORD01725,2025-07-25,C0463,P014,LED Desk Lamp,Furniture,3,1800,0.0,2700,5400.0,2700.0,Central,Madhya Pradesh,7,July
ORD01726,2025-11-23,C0028,P002,Smartphone X,Electronics,1,32000,0.1,25000,28800.0,3800.0,South,Andhra Pradesh,11,November
ORD01727,2025-12-30,C0713,P010,Smart Watch,Electronics,4,7500,0.0,19200,30000.0,10800.0,Northeast,Assam,12,December
ORD01728,2025-10-27,C1410,P020,Bluetooth Speaker,Electronics,1,2800,0.15,1600,2380.0,780.0,West,Rajasthan,10,October
ORD01729,2025-12-01,C0273,P017,Mixer Grinder,Home Appliances,1,6200,0.05,3900,5890.0,1990.0,West,Rajasthan,12,December
ORD01730,2025-06-20,C0826,P012,Study Table,Furniture,2,8500,0.1,11200,15300.0,4100.0,East,Bihar,6,June
ORD01731,2025-11-15,C1151,P006,Running Shoes,Fashion,2,4200,0.15,5000,7140.0,2140.0,East,Odisha,11,November
ORD01732,2025-03-21,C0202,P012,Study Table,Furniture,1,8500,0.1,5600,7650.0,2050.0,South,Kerala,3,March
ORD01733,2025-02-21,C1545,P010,Smart Watch,Electronics,1,7500,0.05,4800,7125.0,2325.0,North,Haryana,2,February
ORD01734,2025-05-20,C1311,P008,Cotton T-Shirt,Fashion,3,900,0.1,1350,2430.0,1080.0,South,Tamil Nadu,5,May
ORD01735,2025-08-30,C0450,P003,Wireless Earbuds,Electronics,3,3500,0.0,6300,10500.0,4200.0,Northeast,Assam,8,August
ORD01736,2025-10-02,C1112,P018,Water Bottle,Home & Kitchen,1,800,0.0,350,800.0,450.0,North,Haryana,10,October
ORD01737,2025-03-04,C1342,P008,Cotton T-Shirt,Fashion,1,900,0.1,450,810.0,360.0,South,Andhra Pradesh,3,March
ORD01738,2025-04-05,C0019,P004,Mechanical Keyboard,Electronics,2,4500,0.15,5600,7650.0,2050.0,North,Haryana,4,April
ORD01739,2025-09-29,C1617,P007,Denim Jacket,Fashion,3,3200,0.15,5700,8160.0,2460.0,East,Odisha,9,September
ORD01740,2025-07-27,C1131,P008,Cotton T-Shirt,Fashion,2,900,0.1,900,1620.0,720.0,East,Bihar,7,July
ORD01741,2025-08-07,C1482,P017,Mixer Grinder,Home Appliances,1,6200,0.1,3900,5580.0,1680.0,West,Gujarat,8,August
ORD01742,2025-11-10,C0311,P015,Coffee Maker,Home Appliances,1,5500,0.1,3400,4950.0,1550.0,North,Punjab,11,November
ORD01743,2025-04-20,C0412,P016,Air Fryer,Home Appliances,1,8500,0.1,5400,7650.0,2250.0,West,Gujarat,4,April
ORD01744,2025-02-13,C0742,P001,Laptop Pro 14,Electronics,1,65000,0.05,50000,61750.0,11750.0,West,Rajasthan,2,February
ORD01745,2025-04-19,C0624,P008,Cotton T-Shirt,Fashion,2,900,0.1,900,1620.0,720.0,West,Goa,4,April
ORD01746,2025-09-20,C0732,P009,Backpack,Fashion,1,1800,0.05,950,1710.0,760.0,West,Rajasthan,9,September
ORD01747,2025-03-30,C0635,P001,Laptop Pro 14,Electronics,2,65000,0.1,100000,117000.0,17000.0,South,Telangana,3,March
ORD01748,2025-08-30,C0498,P006,Running Shoes,Fashion,1,4200,0.0,2500,4200.0,1700.0,West,Gujarat,8,August
ORD01749,2025-07-16,C0244,P016,Air Fryer,Home Appliances,4,8500,0.0,21600,34000.0,12400.0,North,Haryana,7,July
ORD01750,2025-04-23,C0690,P003,Wireless Earbuds,Electronics,1,3500,0.0,2100,3500.0,1400.0,North,Uttar Pradesh,4,April
ORD01751,2025-02-17,C0577,P010,Smart Watch,Electronics,1,7500,0.1,4800,6750.0,1950.0,South,Tamil Nadu,2,February
ORD01752,2025-05-08,C1404,P005,Monitor 27,Electronics,1,18000,0.2,12500,14400.0,1900.0,East,Bihar,5,May
ORD01753,2025-06-15,C0515,P001,Laptop Pro 14,Electronics,2,65000,0.05,100000,123500.0,23500.0,South,Kerala,6,June
ORD01754,2025-09-05,C0207,P005,Monitor 27,Electronics,3,18000,0.05,37500,51300.0,13800.0,South,Andhra Pradesh,9,September
ORD01755,2025-08-09,C0948,P020,Bluetooth Speaker,Electronics,1,2800,0.05,1600,2660.0,1060.0,East,Odisha,8,August
ORD01756,2025-02-09,C0394,P017,Mixer Grinder,Home Appliances,3,6200,0.05,11700,17670.0,5970.0,Central,Chhattisgarh,2,February
ORD01757,2025-09-13,C1045,P020,Bluetooth Speaker,Electronics,1,2800,0.0,1600,2800.0,1200.0,East,Bihar,9,September
ORD01758,2025-04-28,C1829,P009,Backpack,Fashion,2,1800,0.2,1900,2880.0,980.0,North,Haryana,4,April
ORD01759,2025-01-26,C1551,P003,Wireless Earbuds,Electronics,1,3500,0.1,2100,3150.0,1050.0,West,Gujarat,1,January
ORD01760,2025-08-20,C1367,P010,Smart Watch,Electronics,1,7500,0.15,4800,6375.0,1575.0,Northeast,Assam,8,August
ORD01761,2025-09-23,C0718,P008,Cotton T-Shirt,Fashion,1,900,0.0,450,900.0,450.0,South,Kerala,9,September
ORD01762,2025-10-22,C1999,P018,Water Bottle,Home & Kitchen,1,800,0.1,350,720.0,370.0,Central,Chhattisgarh,10,October
ORD01763,2025-11-03,C0202,P002,Smartphone X,Electronics,2,32000,0.05,50000,60800.0,10800.0,South,Andhra Pradesh,11,November
ORD01764,2025-12-11,C0120,P009,Backpack,Fashion,5,1800,0.1,4750,8100.0,3350.0,South,Andhra Pradesh,12,December
ORD01765,2025-01-16,C1673,P003,Wireless Earbuds,Electronics,1,3500,0.15,2100,2975.0,875.0,South,Karnataka,1,January
ORD01766,2025-11-13,C1836,P007,Denim Jacket,Fashion,2,3200,0.0,3800,6400.0,2600.0,South,Telangana,11,November
ORD01767,2025-10-08,C1831,P015,Coffee Maker,Home Appliances,1,5500,0.15,3400,4675.0,1275.0,East,Bihar,10,October
ORD01768,2025-08-19,C0389,P009,Backpack,Fashion,3,1800,0.05,2850,5130.0,2280.0,South,Andhra Pradesh,8,August
ORD01769,2025-10-16,C1561,P008,Cotton T-Shirt,Fashion,5,900,0.15,2250,3825.0,1575.0,South,Karnataka,10,October
ORD01770,2025-09-16,C1848,P008,Cotton T-Shirt,Fashion,1,900,0.1,450,810.0,360.0,South,Tamil Nadu,9,September
ORD01771,2025-04-28,C0234,P009,Backpack,Fashion,2,1800,0.15,1900,3060.0,1160.0,West,Gujarat,4,April
ORD01772,2025-04-12,C1657,P016,Air Fryer,Home Appliances,2,8500,0.05,10800,16150.0,5350.0,North,Haryana,4,April
ORD01773,2025-12-13,C0602,P018,Water Bottle,Home & Kitchen,1,800,0.15,350,680.0,330.0,Northeast,Assam,12,December
ORD01774,2025-10-18,C1344,P020,Bluetooth Speaker,Electronics,1,2800,0.05,1600,2660.0,1060.0,West,Gujarat,10,October
ORD01775,2025-04-04,C0712,P016,Air Fryer,Home Appliances,2,8500,0.1,10800,15300.0,4500.0,West,Gujarat,4,April
ORD01776,2025-12-27,C0982,P006,Running Shoes,Fashion,3,4200,0.2,7500,10080.0,2580.0,East,Odisha,12,December
ORD01777,2025-03-23,C1204,P014,LED Desk Lamp,Furniture,1,1800,0.0,900,1800.0,900.0,West,Gujarat,3,March
ORD01778,2025-12-01,C0857,P008,Cotton T-Shirt,Fashion,3,900,0.0,1350,2700.0,1350.0,West,Gujarat,12,December
ORD01779,2025-01-10,C1392,P005,Monitor 27,Electronics,1,18000,0.05,12500,17100.0,4600.0,Central,Madhya Pradesh,1,January
ORD01780,2025-09-15,C0076,P018,Water Bottle,Home & Kitchen,1,800,0.15,350,680.0,330.0,West,Rajasthan,9,September
ORD01781,2025-05-28,C0649,P001,Laptop Pro 14,Electronics,2,65000,0.0,100000,130000.0,30000.0,South,Karnataka,5,May
ORD01782,2025-03-15,C0650,P018,Water Bottle,Home & Kitchen,1,800,0.2,350,640.0,290.0,South,Karnataka,3,March
ORD01783,2025-11-10,C0496,P009,Backpack,Fashion,1,1800,0.05,950,1710.0,760.0,Central,Chhattisgarh,11,November
ORD01784,2025-08-03,C1546,P013,Bookshelf,Furniture,1,6500,0.05,4200,6175.0,1975.0,South,Kerala,8,August
ORD01785,2025-06-16,C1225,P014,LED Desk Lamp,Furniture,3,1800,0.05,2700,5130.0,2430.0,North,Punjab,6,June
ORD01786,2025-07-11,C0830,P018,Water Bottle,Home & Kitchen,3,800,0.1,1050,2160.0,1110.0,West,Maharashtra,7,July
ORD01787,2025-12-10,C1370,P013,Bookshelf,Furniture,1,6500,0.05,4200,6175.0,1975.0,Central,Chhattisgarh,12,December
ORD01788,2025-02-28,C0483,P012,Study Table,Furniture,1,8500,0.05,5600,8075.0,2475.0,South,Karnataka,2,February
ORD01789,2025-08-04,C1243,P002,Smartphone X,Electronics,1,32000,0.15,25000,27200.0,2200.0,Central,Chhattisgarh,8,August
ORD01790,2025-07-01,C1084,P010,Smart Watch,Electronics,3,7500,0.05,14400,21375.0,6975.0,South,Kerala,7,July
ORD01791,2025-09-18,C0991,P003,Wireless Earbuds,Electronics,2,3500,0.1,4200,6300.0,2100.0,East,Odisha,9,September
ORD01792,2025-11-15,C1683,P015,Coffee Maker,Home Appliances,1,5500,0.05,3400,5225.0,1825.0,South,Tamil Nadu,11,November
ORD01793,2025-03-26,C0619,P010,Smart Watch,Electronics,1,7500,0.05,4800,7125.0,2325.0,North,Delhi,3,March
ORD01794,2025-12-31,C0550,P014,LED Desk Lamp,Furniture,3,1800,0.1,2700,4860.0,2160.0,West,Rajasthan,12,December
ORD01795,2025-01-06,C0646,P002,Smartphone X,Electronics,3,32000,0.0,75000,96000.0,21000.0,East,Bihar,1,January
ORD01796,2025-01-10,C1935,P002,Smartphone X,Electronics,3,32000,0.1,75000,86400.0,11400.0,South,Telangana,1,January
ORD01797,2025-06-16,C1245,P014,LED Desk Lamp,Furniture,2,1800,0.1,1800,3240.0,1440.0,West,Gujarat,6,June
ORD01798,2025-07-07,C1839,P002,Smartphone X,Electronics,2,32000,0.05,50000,60800.0,10800.0,North,Punjab,7,July
ORD01799,2025-02-12,C1965,P002,Smartphone X,Electronics,1,32000,0.1,25000,28800.0,3800.0,North,Haryana,2,February
ORD01800,2025-04-25,C0502,P001,Laptop Pro 14,Electronics,3,65000,0.1,150000,175500.0,25500.0,North,Delhi,4,April
ORD01801,2025-01-08,C1157,P020,Bluetooth Speaker,Electronics,1,2800,0.1,1600,2520.0,920.0,North,Haryana,1,January
ORD01802,2025-08-10,C0846,P015,Coffee Maker,Home Appliances,1,5500,0.15,3400,4675.0,1275.0,South,Telangana,8,August
ORD01803,2025-11-24,C0053,P007,Denim Jacket,Fashion,2,3200,0.05,3800,6080.0,2280.0,West,Rajasthan,11,November
ORD01804,2025-09-16,C0450,P006,Running Shoes,Fashion,1,4200,0.15,2500,3570.0,1070.0,North,Punjab,9,September
ORD01805,2025-07-17,C0062,P007,Denim Jacket,Fashion,2,3200,0.2,3800,5120.0,1320.0,South,Karnataka,7,July
ORD01806,2025-03-20,C1047,P016,Air Fryer,Home Appliances,2,8500,0.0,10800,17000.0,6200.0,North,Punjab,3,March
ORD01807,2025-07-20,C0044,P014,LED Desk Lamp,Furniture,1,1800,0.0,900,1800.0,900.0,East,Odisha,7,July
ORD01808,2025-12-18,C0820,P004,Mechanical Keyboard,Electronics,3,4500,0.1,8400,12150.0,3750.0,Northeast,Assam,12,December
ORD01809,2025-03-15,C1582,P004,Mechanical Keyboard,Electronics,3,4500,0.0,8400,13500.0,5100.0,Northeast,Assam,3,March
ORD01810,2025-05-08,C0659,P002,Smartphone X,Electronics,3,32000,0.2,75000,76800.0,1800.0,West,Gujarat,5,May
ORD01811,2025-04-16,C0728,P014,LED Desk Lamp,Furniture,3,1800,0.2,2700,4320.0,1620.0,Northeast,Assam,4,April
ORD01812,2025-06-18,C0852,P016,Air Fryer,Home Appliances,1,8500,0.1,5400,7650.0,2250.0,Central,Madhya Pradesh,6,June
ORD01813,2025-08-18,C0047,P006,Running Shoes,Fashion,1,4200,0.15,2500,3570.0,1070.0,East,Bihar,8,August
ORD01814,2025-02-28,C1883,P001,Laptop Pro 14,Electronics,1,65000,0.05,50000,61750.0,11750.0,West,Maharashtra,2,February
ORD01815,2025-10-23,C0820,P002,Smartphone X,Electronics,1,32000,0.15,25000,27200.0,2200.0,Central,Chhattisgarh,10,October
ORD01816,2025-01-12,C1048,P020,Bluetooth Speaker,Electronics,3,2800,0.0,4800,8400.0,3600.0,North,Uttar Pradesh,1,January
ORD01817,2025-05-23,C1681,P006,Running Shoes,Fashion,1,4200,0.1,2500,3780.0,1280.0,Central,Madhya Pradesh,5,May
ORD01818,2025-04-29,C0089,P016,Air Fryer,Home Appliances,2,8500,0.0,10800,17000.0,6200.0,Central,Chhattisgarh,4,April
ORD01819,2025-08-08,C1198,P012,Study Table,Furniture,1,8500,0.05,5600,8075.0,2475.0,Northeast,Assam,8,August
ORD01820,2025-06-13,C1600,P008,Cotton T-Shirt,Fashion,1,900,0.15,450,765.0,315.0,West,Rajasthan,6,June
ORD01821,2025-07-30,C1143,P004,Mechanical Keyboard,Electronics,1,4500,0.1,2800,4050.0,1250.0,North,Uttar Pradesh,7,July
ORD01822,2025-10-25,C0735,P003,Wireless Earbuds,Electronics,1,3500,0.1,2100,3150.0,1050.0,West,Maharashtra,10,October
ORD01823,2025-02-27,C1692,P012,Study Table,Furniture,1,8500,0.15,5600,7225.0,1625.0,West,Goa,2,February
ORD01824,2025-04-15,C0178,P016,Air Fryer,Home Appliances,1,8500,0.0,5400,8500.0,3100.0,South,Kerala,4,April
ORD01825,2025-11-26,C1019,P013,Bookshelf,Furniture,2,6500,0.1,8400,11700.0,3300.0,South,Kerala,11,November
ORD01826,2025-06-30,C1856,P010,Smart Watch,Electronics,2,7500,0.0,9600,15000.0,5400.0,East,Bihar,6,June
ORD01827,2025-01-06,C1948,P002,Smartphone X,Electronics,1,32000,0.0,25000,32000.0,7000.0,South,Tamil Nadu,1,January
ORD01828,2025-11-10,C1366,P020,Bluetooth Speaker,Electronics,2,2800,0.1,3200,5040.0,1840.0,South,Andhra Pradesh,11,November
ORD01829,2025-06-17,C1592,P017,Mixer Grinder,Home Appliances,1,6200,0.2,3900,4960.0,1060.0,South,Kerala,6,June
ORD01830,2025-06-16,C1083,P006,Running Shoes,Fashion,2,4200,0.05,5000,7980.0,2980.0,West,Gujarat,6,June
ORD01831,2025-10-08,C0901,P020,Bluetooth Speaker,Electronics,1,2800,0.1,1600,2520.0,920.0,South,Karnataka,10,October
ORD01832,2025-01-30,C0438,P012,Study Table,Furniture,3,8500,0.1,16800,22950.0,6150.0,South,Tamil Nadu,1,January
ORD01833,2025-08-05,C1452,P011,Office Chair,Furniture,3,12000,0.05,24000,34200.0,10200.0,East,West Bengal,8,August
ORD01834,2025-04-05,C0426,P015,Coffee Maker,Home Appliances,2,5500,0.15,6800,9350.0,2550.0,West,Maharashtra,4,April
ORD01835,2025-10-20,C0968,P017,Mixer Grinder,Home Appliances,1,6200,0.2,3900,4960.0,1060.0,Northeast,Assam,10,October
ORD01836,2025-04-19,C1405,P014,LED Desk Lamp,Furniture,1,1800,0.1,900,1620.0,720.0,West,Rajasthan,4,April
ORD01837,2025-02-02,C0486,P003,Wireless Earbuds,Electronics,3,3500,0.15,6300,8925.0,2625.0,North,Haryana,2,February
ORD01838,2025-02-22,C1756,P007,Denim Jacket,Fashion,1,3200,0.1,1900,2880.0,980.0,South,Andhra Pradesh,2,February
ORD01839,2025-10-19,C1209,P019,Cookware Set,Home & Kitchen,3,4200,0.1,7500,11340.0,3840.0,South,Karnataka,10,October
ORD01840,2025-08-25,C1583,P005,Monitor 27,Electronics,1,18000,0.2,12500,14400.0,1900.0,North,Haryana,8,August
ORD01841,2025-04-02,C0460,P007,Denim Jacket,Fashion,2,3200,0.0,3800,6400.0,2600.0,East,Bihar,4,April
ORD01842,2025-02-22,C1913,P008,Cotton T-Shirt,Fashion,1,900,0.05,450,855.0,405.0,Northeast,Assam,2,February
ORD01843,2025-03-28,C0921,P008,Cotton T-Shirt,Fashion,1,900,0.2,450,720.0,270.0,East,Bihar,3,March
ORD01844,2025-01-28,C1126,P012,Study Table,Furniture,1,8500,0.05,5600,8075.0,2475.0,South,Kerala,1,January
ORD01845,2025-05-22,C1580,P020,Bluetooth Speaker,Electronics,2,2800,0.05,3200,5320.0,2120.0,Central,Madhya Pradesh,5,May
ORD01846,2025-04-22,C1039,P005,Monitor 27,Electronics,1,18000,0.1,12500,16200.0,3700.0,Central,Chhattisgarh,4,April
ORD01847,2025-11-29,C0748,P003,Wireless Earbuds,Electronics,1,3500,0.15,2100,2975.0,875.0,South,Telangana,11,November
ORD01848,2025-11-30,C1897,P004,Mechanical Keyboard,Electronics,2,4500,0.1,5600,8100.0,2500.0,West,Maharashtra,11,November
ORD01849,2025-07-16,C0051,P018,Water Bottle,Home & Kitchen,1,800,0.05,350,760.0,410.0,Central,Chhattisgarh,7,July
ORD01850,2025-01-26,C0309,P013,Bookshelf,Furniture,1,6500,0.1,4200,5850.0,1650.0,East,Odisha,1,January
ORD01851,2025-01-25,C1058,P006,Running Shoes,Fashion,1,4200,0.1,2500,3780.0,1280.0,South,Andhra Pradesh,1,January
ORD01852,2025-07-21,C1660,P017,Mixer Grinder,Home Appliances,2,6200,0.1,7800,11160.0,3360.0,Central,Chhattisgarh,7,July
ORD01853,2025-07-12,C1005,P018,Water Bottle,Home & Kitchen,1,800,0.2,350,640.0,290.0,West,Gujarat,7,July
ORD01854,2025-07-29,C1613,P018,Water Bottle,Home & Kitchen,2,800,0.1,700,1440.0,740.0,East,Bihar,7,July
ORD01855,2025-02-09,C1928,P019,Cookware Set,Home & Kitchen,3,4200,0.1,7500,11340.0,3840.0,South,Kerala,2,February
ORD01856,2025-04-30,C0635,P005,Monitor 27,Electronics,1,18000,0.05,12500,17100.0,4600.0,Central,Madhya Pradesh,4,April
ORD01857,2025-09-09,C0205,P015,Coffee Maker,Home Appliances,4,5500,0.1,13600,19800.0,6200.0,Northeast,Assam,9,September
ORD01858,2025-09-25,C0740,P009,Backpack,Fashion,3,1800,0.0,2850,5400.0,2550.0,North,Uttar Pradesh,9,September
ORD01859,2025-08-11,C1094,P018,Water Bottle,Home & Kitchen,1,800,0.15,350,680.0,330.0,East,Bihar,8,August
ORD01860,2025-09-27,C1254,P015,Coffee Maker,Home Appliances,1,5500,0.0,3400,5500.0,2100.0,East,Bihar,9,September
ORD01861,2025-11-14,C1504,P016,Air Fryer,Home Appliances,2,8500,0.15,10800,14450.0,3650.0,South,Andhra Pradesh,11,November
ORD01862,2025-12-08,C0533,P014,LED Desk Lamp,Furniture,2,1800,0.0,1800,3600.0,1800.0,East,West Bengal,12,December
ORD01863,2025-05-04,C0108,P004,Mechanical Keyboard,Electronics,1,4500,0.1,2800,4050.0,1250.0,East,Bihar,5,May
ORD01864,2025-01-13,C0876,P010,Smart Watch,Electronics,1,7500,0.15,4800,6375.0,1575.0,North,Uttar Pradesh,1,January
ORD01865,2025-09-15,C1265,P020,Bluetooth Speaker,Electronics,1,2800,0.2,1600,2240.0,640.0,East,West Bengal,9,September
ORD01866,2025-02-09,C0251,P020,Bluetooth Speaker,Electronics,3,2800,0.1,4800,7560.0,2760.0,West,Rajasthan,2,February
ORD01867,2025-10-11,C0135,P002,Smartphone X,Electronics,1,32000,0.1,25000,28800.0,3800.0,South,Karnataka,10,October
ORD01868,2025-12-20,C1114,P003,Wireless Earbuds,Electronics,1,3500,0.25,2100,2625.0,525.0,West,Goa,12,December
ORD01869,2025-01-14,C1615,P003,Wireless Earbuds,Electronics,3,3500,0.15,6300,8925.0,2625.0,West,Gujarat,1,January
ORD01870,2025-04-06,C1464,P015,Coffee Maker,Home Appliances,1,5500,0.2,3400,4400.0,1000.0,East,Odisha,4,April
ORD01871,2025-03-28,C0689,P017,Mixer Grinder,Home Appliances,2,6200,0.05,7800,11780.0,3980.0,North,Punjab,3,March
ORD01872,2025-11-06,C1322,P004,Mechanical Keyboard,Electronics,1,4500,0.1,2800,4050.0,1250.0,South,Andhra Pradesh,11,November
ORD01873,2025-07-21,C0407,P009,Backpack,Fashion,2,1800,0.15,1900,3060.0,1160.0,West,Maharashtra,7,July
ORD01874,2025-04-27,C1332,P018,Water Bottle,Home & Kitchen,2,800,0.2,700,1280.0,580.0,East,Odisha,4,April
ORD01875,2025-03-18,C0102,P015,Coffee Maker,Home Appliances,2,5500,0.1,6800,9900.0,3100.0,South,Kerala,3,March
ORD01876,2025-03-18,C1385,P010,Smart Watch,Electronics,5,7500,0.2,24000,30000.0,6000.0,Central,Chhattisgarh,3,March
ORD01877,2025-05-24,C1871,P011,Office Chair,Furniture,2,12000,0.2,16000,19200.0,3200.0,West,Goa,5,May
ORD01878,2025-08-08,C1648,P009,Backpack,Fashion,1,1800,0.2,950,1440.0,490.0,West,Goa,8,August
ORD01879,2025-04-28,C0693,P006,Running Shoes,Fashion,2,4200,0.15,5000,7140.0,2140.0,South,Telangana,4,April
ORD01880,2025-05-02,C1640,P011,Office Chair,Furniture,2,12000,0.2,16000,19200.0,3200.0,Northeast,Assam,5,May
ORD01881,2025-03-30,C1552,P014,LED Desk Lamp,Furniture,2,1800,0.1,1800,3240.0,1440.0,South,Andhra Pradesh,3,March
ORD01882,2025-12-05,C1632,P018,Water Bottle,Home & Kitchen,1,800,0.15,350,680.0,330.0,Northeast,Assam,12,December
ORD01883,2025-02-06,C1317,P013,Bookshelf,Furniture,1,6500,0.05,4200,6175.0,1975.0,South,Kerala,2,February
ORD01884,2025-08-25,C1170,P016,Air Fryer,Home Appliances,3,8500,0.2,16200,20400.0,4200.0,South,Kerala,8,August
ORD01885,2025-06-30,C0404,P003,Wireless Earbuds,Electronics,3,3500,0.15,6300,8925.0,2625.0,East,West Bengal,6,June
ORD01886,2025-03-19,C0814,P009,Backpack,Fashion,1,1800,0.0,950,1800.0,850.0,West,Gujarat,3,March
ORD01887,2025-04-28,C1026,P001,Laptop Pro 14,Electronics,2,65000,0.1,100000,117000.0,17000.0,East,Bihar,4,April
ORD01888,2025-12-01,C1143,P005,Monitor 27,Electronics,1,18000,0.2,12500,14400.0,1900.0,Northeast,Assam,12,December
ORD01889,2025-10-13,C0855,P015,Coffee Maker,Home Appliances,1,5500,0.15,3400,4675.0,1275.0,Central,Madhya Pradesh,10,October
ORD01890,2025-06-28,C1630,P020,Bluetooth Speaker,Electronics,3,2800,0.0,4800,8400.0,3600.0,East,Odisha,6,June
ORD01891,2025-09-06,C1215,P002,Smartphone X,Electronics,4,32000,0.0,100000,128000.0,28000.0,North,Punjab,9,September
ORD01892,2025-12-09,C1027,P008,Cotton T-Shirt,Fashion,2,900,0.1,900,1620.0,720.0,South,Kerala,12,December
