Order_ID,Order_Date,Customer_ID,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Cost,Sales,Profit,Region,State
ORD02689,2025-06-15,C1572,P009,Backpack,Fashion,1,1800,0.0,950,1800.0,850.0,West,Maharashtra
ORD02690,2025-08-07,C0514,P008,Cotton T-Shirt,Fashion,1,900,0.1,450,810.0,360.0,Northeast,Assam
ORD02691,2025-09-24,C0895,P010,Smart Watch,Electronics,2,7500,0.05,9600,14250.0,4650.0,Central,Chhattisgarh
ORD02692,2025-05-08,C0361,P011,Office Chair,Furniture,3,12000,0.05,24000,34200.0,10200.0,Central,Madhya Pradesh
ORD02693,2025-01-09,C0274,P001,Laptop Pro 14,Electronics,3,65000,0.05,150000,185250.0,35250.0,South,Telangana
ORD02694,2025-03-19,C0177,P009,Backpack,Fashion,4,1800,0.15,3800,6120.0,2320.0,Central,Madhya Pradesh
ORD02695,2025-10-20,C1288,P020,Bluetooth Speaker,Electronics,1,2800,0.05,1600,2660.0,1060.0,West,Gujarat
ORD02696,2025-07-27,C1210,P010,Smart Watch,Electronics,2,7500,0.1,9600,13500.0,3900.0,Northeast,Assam
ORD02697,2025-02-17,C0527,P014,LED Desk Lamp,Furniture,1,1800,0.05,900,1710.0,810.0,East,Odisha
ORD02698,2025-01-05,C0913,P006,Running Shoes,Fashion,1,4200,0.1,2500,3780.0,1280.0,South,Andhra Pradesh
ORD02699,2025-04-18,C0279,P016,Air Fryer,Home Appliances,3,8500,0.25,16200,19125.0,2925.0,West,Goa
ORD02700,2025-04-07,C0706,P016,Air Fryer,Home Appliances,1,8500,0.0,5400,8500.0,3100.0,Northeast,Assam
ORD02701,2025-10-23,C1222,P010,Smart Watch,Electronics,2,7500,0.1,9600,13500.0,3900.0,Northeast,Assam
ORD02702,2025-03-16,C1373,P020,Bluetooth Speaker,Electronics,4,2800,0.25,6400,8400.0,2000.0,South,Karnataka
ORD02703,2025-11-25,C1947,P003,Wireless Earbuds,Electronics,4,3500,0.05,8400,13300.0,4900.0,West,Rajasthan
ORD02704,2025-04-29,C1445,P001,Laptop Pro 14,Electronics,1,65000,0.1,50000,58500.0,8500.0,South,Karnataka
ORD02705,2025-10-23,C1329,P016,Air Fryer,Home Appliances,1,8500,0.15,5400,7225.0,1825.0,North,Delhi
ORD02706,2025-10-30,C0064,P017,Mixer Grinder,Home Appliances,2,6200,0.05,7800,11780.0,3980.0,Northeast,Assam
ORD02707,2025-01-20,C0290,P003,Wireless Earbuds,Electronics,1,3500,0.15,2100,2975.0,875.0,East,Bihar
ORD02708,2025-05-02,C0018,P006,Running Shoes,Fashion,1,4200,0.2,2500,3360.0,860.0,North,Uttar Pradesh
ORD02709,2025-06-08,C0064,P001,Laptop Pro 14,Electronics,1,65000,0.0,50000,65000.0,15000.0,South,Andhra Pradesh
ORD02710,2025-05-21,C1898,P006,Running Shoes,Fashion,4,4200,0.05,10000,15960.0,5960.0,North,Delhi
ORD02711,2025-09-20,C0330,P016,Air Fryer,Home Appliances,3,8500,0.05,16200,24225.0,8025.0,East,West Bengal
ORD02712,2025-02-28,C1894,P010,Smart Watch,Electronics,3,7500,0.2,14400,18000.0,3600.0,East,Bihar
ORD02713,2025-02-28,C0763,P007,Denim Jacket,Fashion,1,3200,0.15,1900,2720.0,820.0,West,Goa
ORD02714,2025-06-15,C1964,P007,Denim Jacket,Fashion,1,3200,0.1,1900,2880.0,980.0,North,Punjab
ORD02715,2025-01-27,C1041,P001,Laptop Pro 14,Electronics,5,65000,0.0,250000,325000.0,75000.0,West,Gujarat
ORD02716,2025-02-21,C0443,P006,Running Shoes,Fashion,1,4200,0.05,2500,3990.0,1490.0,North,Punjab
ORD02717,2025-08-15,C0141,P013,Bookshelf,Furniture,1,6500,0.1,4200,5850.0,1650.0,Northeast,Assam
ORD02718,2025-03-05,C1332,P020,Bluetooth Speaker,Electronics,3,2800,0.1,4800,7560.0,2760.0,East,Bihar
ORD02719,2025-05-28,C0444,P018,Water Bottle,Home & Kitchen,1,800,0.05,350,760.0,410.0,South,Andhra Pradesh
ORD02720,2025-07-26,C0496,P001,Laptop Pro 14,Electronics,2,65000,0.2,100000,104000.0,4000.0,South,Tamil Nadu
ORD02721,2025-07-14,C0426,P018,Water Bottle,Home & Kitchen,1,800,0.1,350,720.0,370.0,North,Delhi
ORD02722,2025-12-20,C1499,P016,Air Fryer,Home Appliances,1,8500,0.1,5400,7650.0,2250.0,Central,Madhya Pradesh
ORD02723,2025-05-25,C1856,P016,Air Fryer,Home Appliances,1,8500,0.1,5400,7650.0,2250.0,North,Uttar Pradesh
ORD02724,2025-03-07,C1269,P009,Backpack,Fashion,1,1800,0.0,950,1800.0,850.0,East,Odisha
ORD02725,2025-12-19,C0450,P008,Cotton T-Shirt,Fashion,1,900,0.05,450,855.0,405.0,East,Odisha
ORD02726,2025-03-24,C1826,P006,Running Shoes,Fashion,1,4200,0.05,2500,3990.0,1490.0,South,Karnataka
ORD02727,2025-08-31,C0351,P002,Smartphone X,Electronics,2,32000,0.05,50000,60800.0,10800.0,Northeast,Assam
ORD02728,2025-04-24,C0599,P005,Monitor 27,Electronics,3,18000,0.0,37500,54000.0,16500.0,North,Haryana
ORD02729,2025-10-29,C0711,P005,Monitor 27,Electronics,3,18000,0.05,37500,51300.0,13800.0,South,Telangana
ORD02730,2025-03-13,C0870,P009,Backpack,Fashion,2,1800,0.1,1900,3240.0,1340.0,East,Bihar
ORD02731,2025-10-26,C1984,P015,Coffee Maker,Home Appliances,4,5500,0.1,13600,19800.0,6200.0,East,Bihar
ORD02732,2025-07-21,C1185,P009,Backpack,Fashion,1,1800,0.05,950,1710.0,760.0,West,Gujarat
ORD02733,2025-06-14,C1164,P002,Smartphone X,Electronics,1,32000,0.05,25000,30400.0,5400.0,North,Punjab
ORD02734,2025-10-25,C1517,P020,Bluetooth Speaker,Electronics,1,2800,0.1,1600,2520.0,920.0,South,Telangana
ORD02735,2025-07-26,C1612,P020,Bluetooth Speaker,Electronics,1,2800,0.1,1600,2520.0,920.0,North,Uttar Pradesh
ORD02736,2025-06-05,C1555,P016,Air Fryer,Home Appliances,3,8500,0.05,16200,24225.0,8025.0,North,Delhi
ORD02737,2025-04-29,C0393,P020,Bluetooth Speaker,Electronics,1,2800,0.1,1600,2520.0,920.0,West,Goa
ORD02738,2025-09-26,C0842,P010,Smart Watch,Electronics,2,7500,0.1,9600,13500.0,3900.0,East,Bihar
ORD02739,2025-11-18,C0401,P020,Bluetooth Speaker,Electronics,1,2800,0.05,1600,2660.0,1060.0,North,Punjab
ORD02740,2025-06-04,C0050,P002,Smartphone X,Electronics,2,32000,0.1,50000,57600.0,7600.0,East,Bihar
ORD02741,2025-07-04,C0744,P007,Denim Jacket,Fashion,1,3200,0.15,1900,2720.0,820.0,North,Punjab
ORD02742,2025-07-08,C1319,P005,Monitor 27,Electronics,3,18000,0.1,37500,48600.0,11100.0,West,Goa
ORD02743,2025-04-15,C1449,P004,Mechanical Keyboard,Electronics,2,4500,0.05,5600,8550.0,2950.0,North,Delhi
ORD02744,2025-05-13,C0906,P003,Wireless Earbuds,Electronics,2,3500,0.15,4200,5950.0,1750.0,Central,Chhattisgarh
ORD02745,2025-01-27,C1036,P012,Study Table,Furniture,1,8500,0.05,5600,8075.0,2475.0,South,Tamil Nadu
ORD02746,2025-07-27,C1359,P016,Air Fryer,Home Appliances,1,8500,0.15,5400,7225.0,1825.0,South,Karnataka
ORD02747,2025-08-27,C0991,P011,Office Chair,Furniture,1,12000,0.05,8000,11400.0,3400.0,South,Andhra Pradesh
ORD02748,2025-06-16,C1039,P003,Wireless Earbuds,Electronics,2,3500,0.1,4200,6300.0,2100.0,Central,Madhya Pradesh
ORD02749,2025-08-13,C0028,P017,Mixer Grinder,Home Appliances,2,6200,0.15,7800,10540.0,2740.0,South,Kerala
ORD02750,2025-05-29,C0388,P013,Bookshelf,Furniture,4,6500,0.1,16800,23400.0,6600.0,East,West Bengal
ORD02751,2025-08-19,C1316,P008,Cotton T-Shirt,Fashion,2,900,0.1,900,1620.0,720.0,East,Odisha
ORD02752,2025-03-21,C1911,P014,LED Desk Lamp,Furniture,1,1800,0.0,900,1800.0,900.0,South,Tamil Nadu
ORD02753,2025-06-21,C0833,P006,Running Shoes,Fashion,2,4200,0.1,5000,7560.0,2560.0,West,Maharashtra
ORD02754,2025-02-23,C0250,P007,Denim Jacket,Fashion,2,3200,0.1,3800,5760.0,1960.0,Central,Chhattisgarh
ORD02755,2025-01-25,C1529,P019,Cookware Set,Home & Kitchen,1,4200,0.0,2500,4200.0,1700.0,South,Tamil Nadu
ORD02756,2025-05-17,C0098,P006,Running Shoes,Fashion,1,4200,0.2,2500,3360.0,860.0,Central,Madhya Pradesh
ORD02757,2025-08-16,C1839,P009,Backpack,Fashion,5,1800,0.05,4750,8550.0,3800.0,North,Uttar Pradesh
ORD02758,2025-02-05,C1361,P018,Water Bottle,Home & Kitchen,3,800,0.05,1050,2280.0,1230.0,North,Haryana
ORD02759,2025-01-19,C1063,P014,LED Desk Lamp,Furniture,3,1800,0.05,2700,5130.0,2430.0,North,Delhi
ORD02760,2025-07-30,C1062,P002,Smartphone X,Electronics,2,32000,0.05,50000,60800.0,10800.0,North,Uttar Pradesh
ORD02761,2025-03-09,C1324,P003,Wireless Earbuds,Electronics,2,3500,0.2,4200,5600.0,1400.0,North,Delhi
ORD02762,2025-10-05,C0179,P001,Laptop Pro 14,Electronics,2,65000,0.1,100000,117000.0,17000.0,West,Gujarat
ORD02763,2025-04-08,C1633,P012,Study Table,Furniture,1,8500,0.05,5600,8075.0,2475.0,North,Uttar Pradesh
ORD02764,2025-08-15,C0892,P008,Cotton T-Shirt,Fashion,1,900,0.05,450,855.0,405.0,North,Uttar Pradesh
ORD02765,2025-10-07,C1493,P003,Wireless Earbuds,Electronics,4,3500,0.1,8400,12600.0,4200.0,South,Andhra Pradesh
ORD02766,2025-09-11,C1306,P020,Bluetooth Speaker,Electronics,4,2800,0.05,6400,10640.0,4240.0,South,Telangana
ORD02767,2025-02-19,C0750,P010,Smart Watch,Electronics,2,7500,0.05,9600,14250.0,4650.0,Central,Chhattisgarh
ORD02768,2025-09-03,C1188,P005,Monitor 27,Electronics,1,18000,0.05,12500,17100.0,4600.0,East,West Bengal
ORD02769,2025-04-07,C0453,P009,Backpack,Fashion,3,1800,0.05,2850,5130.0,2280.0,East,West Bengal
ORD02770,2025-07-03,C0097,P014,LED Desk Lamp,Furniture,4,1800,0.15,3600,6120.0,2520.0,North,Haryana
ORD02771,2025-07-24,C1793,P002,Smartphone X,Electronics,1,32000,0.1,25000,28800.0,3800.0,West,Maharashtra
ORD02772,2025-03-31,C0309,P006,Running Shoes,Fashion,4,4200,0.2,10000,13440.0,3440.0,Central,Madhya Pradesh
ORD02773,2025-09-04,C0262,P017,Mixer Grinder,Home Appliances,3,6200,0.0,11700,18600.0,6900.0,North,Delhi
ORD02774,2025-01-02,C0293,P009,Backpack,Fashion,1,1800,0.15,950,1530.0,580.0,North,Delhi
ORD02775,2025-05-05,C1794,P010,Smart Watch,Electronics,2,7500,0.1,9600,13500.0,3900.0,East,West Bengal
ORD02776,2025-06-13,C0249,P008,Cotton T-Shirt,Fashion,1,900,0.05,450,855.0,405.0,West,Goa
ORD02777,2025-04-13,C0245,P002,Smartphone X,Electronics,1,32000,0.1,25000,28800.0,3800.0,Central,Madhya Pradesh
ORD02778,2025-05-30,C0251,P003,Wireless Earbuds,Electronics,1,3500,0.0,2100,3500.0,1400.0,Northeast,Assam
ORD02779,2025-07-02,C0123,P008,Cotton T-Shirt,Fashion,2,900,0.05,900,1710.0,810.0,North,Delhi
ORD02780,2025-01-11,C0325,P004,Mechanical Keyboard,Electronics,3,4500,0.1,8400,12150.0,3750.0,South,Andhra Pradesh
ORD02781,2025-07-28,C0986,P002,Smartphone X,Electronics,1,32000,0.1,25000,28800.0,3800.0,East,Bihar
ORD02782,2025-02-11,C1705,P018,Water Bottle,Home & Kitchen,3,800,0.15,1050,2040.0,990.0,Central,Madhya Pradesh
ORD02783,2025-12-22,C1971,P020,Bluetooth Speaker,Electronics,1,2800,0.2,1600,2240.0,640.0,North,Uttar Pradesh
ORD02784,2025-12-22,C0501,P016,Air Fryer,Home Appliances,4,8500,0.1,21600,30600.0,9000.0,Central,Chhattisgarh
ORD02785,2025-08-05,C0687,P018,Water Bottle,Home & Kitchen,1,800,0.1,350,720.0,370.0,East,Odisha
ORD02786,2025-08-04,C1805,P005,Monitor 27,Electronics,1,18000,0.15,12500,15300.0,2800.0,South,Telangana
ORD02787,2025-03-21,C1740,P020,Bluetooth Speaker,Electronics,1,2800,0.1,1600,2520.0,920.0,North,Haryana
ORD02788,2025-11-23,C1861,P004,Mechanical Keyboard,Electronics,1,4500,0.1,2800,4050.0,1250.0,West,Rajasthan
ORD02789,2025-04-14,C1090,P020,Bluetooth Speaker,Electronics,1,2800,0.05,1600,2660.0,1060.0,North,Punjab
ORD02790,2025-01-28,C1851,P020,Bluetooth Speaker,Electronics,2,2800,0.15,3200,4760.0,1560.0,Central,Chhattisgarh
ORD02791,2025-11-22,C0836,P014,LED Desk Lamp,Furniture,3,1800,0.1,2700,4860.0,2160.0,South,Kerala
ORD02792,2025-09-23,C0059,P020,Bluetooth Speaker,Electronics,2,2800,0.1,3200,5040.0,1840.0,East,West Bengal
ORD02793,2025-06-08,C0731,P011,Office Chair,Furniture,1,12000,0.0,8000,12000.0,4000.0,North,Uttar Pradesh
ORD02794,2025-05-17,C1522,P006,Running Shoes,Fashion,2,4200,0.1,5000,7560.0,2560.0,East,Odisha
ORD02795,2025-10-09,C1397,P008,Cotton T-Shirt,Fashion,3,900,0.1,1350,2430.0,1080.0,West,Goa
ORD02796,2025-12-14,C0266,P011,Office Chair,Furniture,1,12000,0.1,8000,10800.0,2800.0,East,Bihar
ORD02797,2025-03-05,C1677,P002,Smartphone X,Electronics,2,32000,0.05,50000,60800.0,10800.0,West,Goa
ORD02798,2025-10-08,C0236,P012,Study Table,Furniture,1,8500,0.15,5600,7225.0,1625.0,South,Karnataka
ORD02799,2025-03-04,C0898,P020,Bluetooth Speaker,Electronics,1,2800,0.2,1600,2240.0,640.0,North,Delhi
ORD02800,2025-10-29,C0218,P004,Mechanical Keyboard,Electronics,1,4500,0.05,2800,4275.0,1475.0,East,West Bengal
ORD02801,2025-06-23,C1551,P016,Air Fryer,Home Appliances,1,8500,0.05,5400,8075.0,2675.0,West,Maharashtra
ORD02802,2025-11-15,C1838,P019,Cookware Set,Home & Kitchen,1,4200,0.05,2500,3990.0,1490.0,North,Uttar Pradesh
ORD02803,2025-05-07,C1465,P020,Bluetooth Speaker,Electronics,1,2800,0.1,1600,2520.0,920.0,West,Rajasthan
ORD02804,2025-03-15,C1674,P020,Bluetooth Speaker,Electronics,2,2800,0.15,3200,4760.0,1560.0,Central,Chhattisgarh
ORD02805,2025-03-06,C1430,P010,Smart Watch,Electronics,1,7500,0.1,4800,6750.0,1950.0,East,Odisha
ORD02806,2025-07-27,C1768,P020,Bluetooth Speaker,Electronics,2,2800,0.05,3200,5320.0,2120.0,South,Karnataka
ORD02807,2025-04-13,C1625,P015,Coffee Maker,Home Appliances,3,5500,0.1,10200,14850.0,4650.0,North,Punjab
ORD02808,2025-12-09,C0975,P003,Wireless Earbuds,Electronics,2,3500,0.15,4200,5950.0,1750.0,West,Gujarat
ORD02809,2025-11-18,C0589,P009,Backpack,Fashion,1,1800,0.2,950,1440.0,490.0,North,Punjab
ORD02810,2025-06-29,C1672,P015,Coffee Maker,Home Appliances,1,5500,0.1,3400,4950.0,1550.0,North,Punjab
ORD02811,2025-09-18,C0917,P005,Monitor 27,Electronics,2,18000,0.15,25000,30600.0,5600.0,South,Tamil Nadu
ORD02812,2025-11-26,C1493,P013,Bookshelf,Furniture,3,6500,0.2,12600,15600.0,3000.0,North,Delhi
ORD02813,2025-11-28,C0918,P014,LED Desk Lamp,Furniture,1,1800,0.1,900,1620.0,720.0,West,Gujarat
ORD02814,2025-09-07,C1134,P003,Wireless Earbuds,Electronics,1,3500,0.1,2100,3150.0,1050.0,Central,Madhya Pradesh
ORD02815,2025-08-16,C0353,P011,Office Chair,Furniture,1,12000,0.1,8000,10800.0,2800.0,West,Maharashtra
ORD02816,2025-01-06,C1837,P016,Air Fryer,Home Appliances,1,8500,0.15,5400,7225.0,1825.0,North,Delhi
ORD02817,2025-09-10,C0091,P009,Backpack,Fashion,3,1800,0.05,2850,5130.0,2280.0,North,Uttar Pradesh
ORD02818,2025-11-20,C1960,P001,Laptop Pro 14,Electronics,1,65000,0.1,50000,58500.0,8500.0,Northeast,Assam
ORD02819,2025-06-23,C1906,P001,Laptop Pro 14,Electronics,3,65000,0.1,150000,175500.0,25500.0,Central,Madhya Pradesh
ORD02820,2025-06-29,C1942,P007,Denim Jacket,Fashion,3,3200,0.15,5700,8160.0,2460.0,West,Maharashtra
ORD02821,2025-09-13,C1438,P019,Cookware Set,Home & Kitchen,2,4200,0.0,5000,8400.0,3400.0,North,Haryana
ORD02822,2025-11-08,C0702,P005,Monitor 27,Electronics,3,18000,0.1,37500,48600.0,11100.0,South,Telangana
ORD02823,2025-07-19,C0073,P013,Bookshelf,Furniture,3,6500,0.1,12600,17550.0,4950.0,East,Odisha
ORD02824,2025-08-15,C0685,P005,Monitor 27,Electronics,1,18000,0.2,12500,14400.0,1900.0,South,Karnataka
ORD02825,2025-07-05,C1571,P006,Running Shoes,Fashion,2,4200,0.15,5000,7140.0,2140.0,East,Odisha
ORD02826,2025-09-26,C0722,P018,Water Bottle,Home & Kitchen,3,800,0.25,1050,1800.0,750.0,North,Delhi
ORD02827,2025-11-14,C1322,P015,Coffee Maker,Home Appliances,1,5500,0.1,3400,4950.0,1550.0,South,Tamil Nadu
ORD02828,2025-03-16,C1669,P002,Smartphone X,Electronics,3,32000,0.05,75000,91200.0,16200.0,East,West Bengal
ORD02829,2025-03-29,C1307,P008,Cotton T-Shirt,Fashion,2,900,0.05,900,1710.0,810.0,North,Punjab
ORD02830,2025-03-13,C1529,P001,Laptop Pro 14,Electronics,2,65000,0.15,100000,110500.0,10500.0,West,Rajasthan
ORD02831,2025-02-23,C1222,P009,Backpack,Fashion,4,1800,0.0,3800,7200.0,3400.0,South,Andhra Pradesh
ORD02832,2025-08-29,C0958,P014,LED Desk Lamp,Furniture,3,1800,0.05,2700,5130.0,2430.0,West,Goa
ORD02833,2025-02-24,C1056,P003,Wireless Earbuds,Electronics,2,3500,0.2,4200,5600.0,1400.0,South,Telangana
ORD02834,2025-08-08,C0648,P006,Running Shoes,Fashion,2,4200,0.05,5000,7980.0,2980.0,South,Tamil Nadu
ORD02835,2025-04-13,C0760,P008,Cotton T-Shirt,Fashion,1,900,0.1,450,810.0,360.0,South,Kerala
ORD02836,2025-09-08,C0871,P019,Cookware Set,Home & Kitchen,1,4200,0.0,2500,4200.0,1700.0,West,Goa
ORD02837,2025-04-30,C1365,P020,Bluetooth Speaker,Electronics,3,2800,0.1,4800,7560.0,2760.0,South,Karnataka
ORD02838,2025-01-03,C1682,P002,Smartphone X,Electronics,1,32000,0.1,25000,28800.0,3800.0,East,West Bengal
ORD02839,2025-01-13,C1358,P016,Air Fryer,Home Appliances,2,8500,0.2,10800,13600.0,2800.0,South,Karnataka
ORD02840,2025-07-07,C0143,P007,Denim Jacket,Fashion,1,3200,0.15,1900,2720.0,820.0,South,Andhra Pradesh
ORD02841,2025-06-01,C1770,P008,Cotton T-Shirt,Fashion,3,900,0.0,1350,2700.0,1350.0,South,Kerala
ORD02842,2025-07-13,C1434,P015,Coffee Maker,Home Appliances,2,5500,0.05,6800,10450.0,3650.0,North,Punjab
ORD02843,2025-11-13,C0949,P019,Cookware Set,Home & Kitchen,1,4200,0.15,2500,3570.0,1070.0,Central,Madhya Pradesh
ORD02844,2025-04-03,C0044,P020,Bluetooth Speaker,Electronics,1,2800,0.15,1600,2380.0,780.0,North,Uttar Pradesh
ORD02845,2025-10-07,C0032,P011,Office Chair,Furniture,1,12000,0.1,8000,10800.0,2800.0,Central,Madhya Pradesh
ORD02846,2025-04-18,C1767,P007,Denim Jacket,Fashion,4,3200,0.05,7600,12160.0,4560.0,West,Maharashtra
ORD02847,2025-11-13,C0028,P016,Air Fryer,Home Appliances,1,8500,0.05,5400,8075.0,2675.0,Central,Chhattisgarh
ORD02848,2025-09-20,C1020,P005,Monitor 27,Electronics,1,18000,0.1,12500,16200.0,3700.0,South,Tamil Nadu
ORD02849,2025-11-22,C0423,P011,Office Chair,Furniture,2,12000,0.05,16000,22800.0,6800.0,West,Gujarat
ORD02850,2025-01-24,C0491,P007,Denim Jacket,Fashion,1,3200,0.1,1900,2880.0,980.0,West,Maharashtra
ORD02851,2025-09-12,C0160,P014,LED Desk Lamp,Furniture,1,1800,0.0,900,1800.0,900.0,East,Odisha
ORD02852,2025-10-27,C0845,P005,Monitor 27,Electronics,3,18000,0.05,37500,51300.0,13800.0,Northeast,Assam
ORD02853,2025-08-23,C1231,P004,Mechanical Keyboard,Electronics,2,4500,0.2,5600,7200.0,1600.0,South,Telangana
ORD02854,2025-10-03,C0018,P019,Cookware Set,Home & Kitchen,1,4200,0.1,2500,3780.0,1280.0,Central,Chhattisgarh
ORD02855,2025-06-04,C1127,P003,Wireless Earbuds,Electronics,3,3500,0.05,6300,9975.0,3675.0,Central,Chhattisgarh
ORD02856,2025-01-09,C1606,P009,Backpack,Fashion,1,1800,0.1,950,1620.0,670.0,East,Odisha
ORD02857,2025-07-13,C1655,P005,Monitor 27,Electronics,4,18000,0.0,50000,72000.0,22000.0,East,West Bengal
ORD02858,2025-08-07,C1675,P001,Laptop Pro 14,Electronics,1,65000,0.0,50000,65000.0,15000.0,South,Karnataka
ORD02859,2025-10-15,C0672,P001,Laptop Pro 14,Electronics,3,65000,0.05,150000,185250.0,35250.0,South,Kerala
ORD02860,2025-12-05,C0232,P004,Mechanical Keyboard,Electronics,1,4500,0.15,2800,3825.0,1025.0,South,Karnataka
ORD02861,2025-06-03,C1684,P018,Water Bottle,Home & Kitchen,2,800,0.25,700,1200.0,500.0,Central,Chhattisgarh
ORD02862,2025-01-31,C1889,P006,Running Shoes,Fashion,2,4200,0.15,5000,7140.0,2140.0,East,Odisha
ORD02863,2025-10-19,C0424,P020,Bluetooth Speaker,Electronics,2,2800,0.1,3200,5040.0,1840.0,North,Delhi
ORD02864,2025-04-17,C0904,P011,Office Chair,Furniture,3,12000,0.05,24000,34200.0,10200.0,East,West Bengal
ORD02865,2025-02-11,C0755,P008,Cotton T-Shirt,Fashion,1,900,0.1,450,810.0,360.0,West,Goa
ORD02866,2025-04-05,C1571,P011,Office Chair,Furniture,1,12000,0.25,8000,9000.0,1000.0,North,Haryana
ORD02867,2025-03-02,C0837,P010,Smart Watch,Electronics,1,7500,0.0,4800,7500.0,2700.0,North,Punjab
ORD02868,2025-09-19,C0894,P015,Coffee Maker,Home Appliances,2,5500,0.1,6800,9900.0,3100.0,South,Tamil Nadu
ORD02869,2025-12-01,C1891,P006,Running Shoes,Fashion,3,4200,0.2,7500,10080.0,2580.0,North,Haryana
ORD02870,2025-06-27,C0239,P007,Denim Jacket,Fashion,1,3200,0.2,1900,2560.0,660.0,North,Uttar Pradesh
ORD02871,2025-01-31,C1358,P018,Water Bottle,Home & Kitchen,1,800,0.2,350,640.0,290.0,East,West Bengal
ORD02872,2025-09-30,C0149,P020,Bluetooth Speaker,Electronics,1,2800,0.1,1600,2520.0,920.0,West,Goa
ORD02873,2025-11-12,C0623,P018,Water Bottle,Home & Kitchen,2,800,0.05,700,1520.0,820.0,South,Kerala
ORD02874,2025-08-31,C1432,P008,Cotton T-Shirt,Fashion,1,900,0.1,450,810.0,360.0,South,Andhra Pradesh
ORD02875,2025-10-29,C0017,P016,Air Fryer,Home Appliances,1,8500,0.1,5400,7650.0,2250.0,West,Rajasthan
ORD02876,2025-06-26,C0914,P009,Backpack,Fashion,3,1800,0.1,2850,4860.0,2010.0,South,Telangana
ORD02877,2025-11-15,C0226,P009,Backpack,Fashion,2,1800,0.1,1900,3240.0,1340.0,Central,Madhya Pradesh
ORD02878,2025-07-20,C0652,P004,Mechanical Keyboard,Electronics,1,4500,0.2,2800,3600.0,800.0,East,Bihar
ORD02879,2025-01-06,C1680,P011,Office Chair,Furniture,1,12000,0.1,8000,10800.0,2800.0,West,Rajasthan
ORD02880,2025-10-12,C0260,P004,Mechanical Keyboard,Electronics,1,4500,0.05,2800,4275.0,1475.0,West,Maharashtra
ORD02881,2025-08-13,C1753,P007,Denim Jacket,Fashion,2,3200,0.2,3800,5120.0,1320.0,South,Andhra Pradesh
ORD02882,2025-05-21,C0674,P018,Water Bottle,Home & Kitchen,1,800,0.1,350,720.0,370.0,North,Haryana
ORD02883,2025-10-16,C1628,P004,Mechanical Keyboard,Electronics,3,4500,0.2,8400,10800.0,2400.0,North,Haryana
ORD02884,2025-02-01,C0174,P002,Smartphone X,Electronics,2,32000,0.05,50000,60800.0,10800.0,West,Rajasthan
ORD02885,2025-04-13,C1867,P002,Smartphone X,Electronics,1,32000,0.1,25000,28800.0,3800.0,South,Telangana
ORD02886,2025-10-26,C0205,P020,Bluetooth Speaker,Electronics,1,2800,0.1,1600,2520.0,920.0,West,Maharashtra
ORD02887,2025-07-24,C0415,P009,Backpack,Fashion,1,1800,0.0,950,1800.0,850.0,North,Delhi
ORD02888,2025-02-08,C1532,P008,Cotton T-Shirt,Fashion,1,900,0.05,450,855.0,405.0,West,Gujarat
ORD02889,2025-01-06,C1177,P017,Mixer Grinder,Home Appliances,3,6200,0.15,11700,15810.0,4110.0,West,Rajasthan
ORD02890,2025-07-26,C1127,P018,Water Bottle,Home & Kitchen,2,800,0.0,700,1600.0,900.0,North,Uttar Pradesh
ORD02891,2025-08-12,C1738,P007,Denim Jacket,Fashion,2,3200,0.0,3800,6400.0,2600.0,Central,Chhattisgarh
ORD02892,2025-10-06,C0792,P014,LED Desk Lamp,Furniture,1,1800,0.2,900,1440.0,540.0,North,Haryana
ORD02893,2025-06-02,C1089,P016,Air Fryer,Home Appliances,2,8500,0.1,10800,15300.0,4500.0,North,Punjab
ORD02894,2025-06-27,C1141,P014,LED Desk Lamp,Furniture,2,1800,0.2,1800,2880.0,1080.0,East,West Bengal
ORD02895,2025-12-27,C1689,P003,Wireless Earbuds,Electronics,1,3500,0.0,2100,3500.0,1400.0,Central,Madhya Pradesh
ORD02896,2025-04-19,C1180,P018,Water Bottle,Home & Kitchen,1,800,0.0,350,800.0,450.0,North,Uttar Pradesh
ORD02897,2025-06-27,C1700,P010,Smart Watch,Electronics,1,7500,0.25,4800,5625.0,825.0,Central,Madhya Pradesh
ORD02898,2025-04-15,C1106,P006,Running Shoes,Fashion,1,4200,0.05,2500,3990.0,1490.0,West,Maharashtra
ORD02899,2025-02-15,C0518,P008,Cotton T-Shirt,Fashion,2,900,0.1,900,1620.0,720.0,East,Bihar
ORD02900,2025-07-23,C1858,P001,Laptop Pro 14,Electronics,3,65000,0.15,150000,165750.0,15750.0,East,Odisha
ORD02901,2025-05-07,C1091,P003,Wireless Earbuds,Electronics,1,3500,0.1,2100,3150.0,1050.0,North,Haryana
ORD02902,2025-05-01,C1262,P016,Air Fryer,Home Appliances,1,8500,0.15,5400,7225.0,1825.0,North,Punjab
ORD02903,2025-06-20,C1608,P001,Laptop Pro 14,Electronics,1,65000,0.2,50000,52000.0,2000.0,North,Uttar Pradesh
ORD02904,2025-02-28,C1631,P008,Cotton T-Shirt,Fashion,1,900,0.05,450,855.0,405.0,South,Kerala
ORD02905,2025-10-13,C1840,P010,Smart Watch,Electronics,1,7500,0.1,4800,6750.0,1950.0,North,Delhi
